age,policy_number,policy_start_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,gender,insured_education_level,insured_occupation,,insured_relationship,,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,number_of_vehicles_involved,property_damage,total_claim_amount,injury_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
28,265437,11/10/2003,IL,250/500,1000,1319.81,0,MALE,High School,machine-op-inspct,,husband,,28/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Arlington,4,NO,31680,3520,24640,Toyota,Camry,2006,N
32,266247,17/01/2015,IN,100/300,2000,1482.53,0,FEMALE,MD,tech-support,,not-in-family,,23/01/2015,Parked Car,?,Trivial Damage,WV,Northbrook,1,YES,100,10,70,Audi,A3,2002,N
61,921851,07/12/1992,IN,100/300,1000,1328.18,0,FEMALE,High School,protective-serv,,other-relative,,25/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Columbus,1,NO,56340,6260,43820,Volkswagen,Passat,2003,N
40,488724,29/11/2004,IN,100/300,500,1463.95,0,FEMALE,JD,sales,,own-child,,11/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Springfield,3,?,69740,6340,57060,Dodge,Neon,2003,N
38,192524,02/01/2004,IL,100/300,2000,1133.85,0,MALE,PhD,priv-house-serv,,not-in-family,,03/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,3,YES,60480,5040,40320,Volkswagen,Jetta,2003,N
61,338070,25/01/2006,IN,500/1000,1000,1037.32,0,FEMALE,High School,tech-support,,wife,,30/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NC,Hillsdale,3,?,80880,6740,60660,Nissan,Ultima,2005,N
61,865607,18/04/1993,IN,250/500,1000,1562.8,0,FEMALE,Masters,handlers-cleaners,,not-in-family,,18/01/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,1,?,49390,8980,35920,Suburu,Legacy,2009,N
29,963285,09/12/2006,IN,100/300,1000,1425.79,0,FEMALE,MD,armed-forces,,other-relative,,04/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,NC,Riverwood,1,NO,69360,11560,46240,Dodge,RAM,2009,N
41,728491,30/08/1997,OH,500/1000,2000,1615.14,0,FEMALE,Associate,tech-support,,other-relative,,20/01/2015,Vehicle Theft,?,Minor Damage,NY,Springfield,1,NO,3740,680,2380,Chevrolet,Malibu,2011,N
33,553436,03/06/1991,IL,250/500,500,1236.5,0,MALE,PhD,other-service,,husband,,12/02/2015,Parked Car,?,Trivial Damage,NY,Hillsdale,1,NO,5060,460,3680,Nissan,Ultima,2003,N
48,440616,06/09/1995,IL,500/1000,2000,1017.97,0,FEMALE,MD,machine-op-inspct,,wife,,19/02/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Columbus,3,NO,35860,3260,26080,BMW,X5,2005,Y
40,463237,09/02/2000,IN,100/300,2000,1306,0,MALE,Associate,machine-op-inspct,,husband,,21/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Columbus,3,YES,50050,7700,38500,Ford,Fusion,2008,Y
27,753452,23/07/1996,IL,500/1000,2000,1174.14,0,MALE,College,priv-house-serv,,unmarried,,02/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,4,YES,59070,10740,42960,Toyota,Camry,2012,N
30,920554,21/09/2005,IN,500/1000,1000,1231.01,0,MALE,College,adm-clerical,,husband,,01/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,3,NO,28440,3160,22120,Dodge,Neon,2007,N
34,594783,30/12/2011,IL,250/500,500,1299.18,0,FEMALE,College,tech-support,,wife,,08/01/2015,Single Vehicle Collision,Front Collision,Major Damage,OH,Springfield,1,YES,45540,8280,28980,Honda,Civic,1998,Y
34,725330,21/07/1996,IN,100/300,500,1469.75,0,FEMALE,JD,sales,,not-in-family,,16/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Arlington,1,?,38700,7740,27090,Volkswagen,Passat,2012,N
39,607259,08/04/1996,OH,250/500,500,1390.72,0,MALE,Masters,tech-support,,other-relative,,20/02/2015,Parked Car,?,Trivial Damage,SC,Northbrook,1,YES,5830,1060,4240,Nissan,Pathfinder,2011,N
32,979336,04/03/2001,IL,500/1000,500,1694.09,7000000,FEMALE,Associate,prof-specialty,,husband,,30/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbend,1,YES,57240,4770,42930,BMW,X6,1995,Y
39,865201,19/10/2001,OH,100/300,2000,1140.15,0,MALE,High School,armed-forces,,husband,,19/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,VA,Riverwood,3,YES,46200,4200,33600,Suburu,Legacy,2015,N
32,140977,18/08/2006,IN,100/300,1000,1310.71,0,FEMALE,Masters,farming-fishing,,wife,,25/02/2015,Single Vehicle Collision,Side Collision,Total Loss,NY,Columbus,1,YES,57700,5770,46160,Toyota,Camry,2003,N
48,787351,28/04/2013,IL,250/500,2000,1730.49,7000000,MALE,College,transport-moving,,not-in-family,,24/01/2015,Multi-vehicle Collision,Front Collision,Minor Damage,WV,Northbrook,3,NO,56160,4680,42120,Saab,95,1995,N
47,272330,29/11/2009,IN,250/500,500,1616.65,7000000,MALE,MD,adm-clerical,,unmarried,,16/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Columbus,3,?,44400,5550,33300,Jeep,Grand Cherokee,1999,N
56,728025,15/02/1990,IN,100/300,500,1935.85,4000000,MALE,Masters,machine-op-inspct,,own-child,,12/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,1,?,92730,16860,67440,Mercedes,E400,2004,Y
33,804608,12/04/2002,OH,250/500,1000,855.14,0,FEMALE,PhD,craft-repair,,not-in-family,,04/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbrook,1,YES,30700,3070,21490,Toyota,Corolla,2015,N
24,718829,21/02/1999,OH,250/500,2000,1568.47,4000000,FEMALE,High School,armed-forces,,unmarried,,02/02/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Northbrook,1,NO,56600,11320,39620,Toyota,Camry,1999,N
24,482404,18/06/2011,IN,500/1000,2000,1550.53,0,FEMALE,MD,armed-forces,,own-child,,01/02/2015,Parked Car,?,Trivial Damage,VA,Hillsdale,1,YES,3960,660,2640,Audi,A3,1998,N
30,331170,26/03/1995,IL,250/500,2000,1370.92,0,MALE,College,transport-moving,,unmarried,,14/02/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Arlington,1,YES,34800,3480,24360,Accura,MDX,1999,N
36,753056,03/05/1991,IN,250/500,500,1363.59,0,FEMALE,JD,armed-forces,,not-in-family,,08/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Riverwood,3,?,79500,7950,63600,Chevrolet,Tahoe,2000,N
34,910365,19/12/2001,IN,250/500,1000,828.42,3000000,FEMALE,College,prof-specialty,,other-relative,,22/01/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Arlington,1,?,56000,5600,44800,Chevrolet,Malibu,2009,N
29,379268,05/08/2012,IN,250/500,500,1209.63,0,FEMALE,Masters,machine-op-inspct,,not-in-family,,14/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,1,YES,73260,16280,56980,Volkswagen,Jetta,2014,Y
46,362843,09/08/2004,OH,250/500,2000,1111.17,0,MALE,MD,craft-repair,,unmarried,,03/02/2015,Parked Car,?,Trivial Damage,WV,Arlington,1,YES,4950,900,3600,Toyota,Camry,1995,N
42,135400,20/01/2014,IN,500/1000,500,989.97,0,MALE,Masters,machine-op-inspct,,own-child,,20/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,1,NO,48000,4800,33600,Saab,95,2013,N
37,798579,19/12/2011,IN,250/500,1000,1114.23,0,MALE,College,prof-specialty,,wife,,01/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,1,YES,52200,10440,36540,Nissan,Pathfinder,2005,N
38,250833,28/07/2008,IN,250/500,2000,1347.31,0,FEMALE,JD,protective-serv,,unmarried,,02/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,3,NO,73800,12300,49200,Audi,A3,1995,N
34,824116,05/05/1998,IL,250/500,2000,1687.53,0,FEMALE,JD,protective-serv,,other-relative,,23/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,1,?,78200,15640,54740,Audi,A3,2009,N
33,322613,16/04/1995,IN,250/500,1000,1183.48,0,MALE,Associate,other-service,,husband,,26/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Northbend,1,?,55200,13800,32200,Saab,93,2015,Y
43,871305,14/02/1992,IL,500/1000,2000,1537.13,0,FEMALE,PhD,handlers-cleaners,,own-child,,02/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,3,NO,57060,6340,44380,Ford,Fusion,2012,N
30,488037,11/07/2007,OH,250/500,1000,1173.25,0,FEMALE,Masters,protective-serv,,husband,,25/02/2015,Vehicle Theft,?,Minor Damage,WV,Arlington,1,NO,4680,520,3640,Chevrolet,Malibu,2013,N
56,485813,07/04/2010,IN,250/500,1000,1361.16,4000000,FEMALE,Masters,transport-moving,,not-in-family,,15/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,1,NO,53100,5310,42480,Accura,MDX,2005,Y
48,886473,10/03/1991,OH,500/1000,2000,1422.56,7000000,FEMALE,MD,prof-specialty,,husband,,09/02/2015,Vehicle Theft,?,Minor Damage,WV,Springfield,1,?,3520,640,2560,Accura,MDX,2013,N
25,907113,20/01/1996,IL,500/1000,2000,1143.06,0,FEMALE,Masters,tech-support,,own-child,,16/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,VA,Riverwood,3,NO,72900,14580,43740,Nissan,Maxima,2010,N
38,833321,01/03/2010,IN,250/500,500,1405.71,0,FEMALE,PhD,craft-repair,,unmarried,,01/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,SC,Arlington,1,?,70700,7070,49490,Volkswagen,Passat,2008,N
30,521592,15/06/2014,IL,100/300,500,1354.2,0,FEMALE,College,adm-clerical,,wife,,10/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,4,?,60170,5470,43760,Nissan,Pathfinder,2006,N
42,254837,25/11/2004,IN,100/300,500,1055.6,0,MALE,High School,exec-managerial,,husband,,03/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Columbus,1,?,74800,13600,54400,Ford,Fusion,2009,Y
41,634499,26/08/2000,IL,250/500,1000,999.43,0,MALE,College,prof-specialty,,wife,,01/01/2015,Vehicle Theft,?,Trivial Damage,WV,Northbend,1,YES,4100,820,2870,Chevrolet,Malibu,2009,N
47,574707,23/08/2005,IN,250/500,2000,1155.97,0,MALE,High School,prof-specialty,,husband,,23/02/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Columbus,1,YES,61490,5590,44720,Dodge,RAM,2009,N
29,476839,09/08/1990,IL,250/500,1000,1726.91,0,MALE,High School,other-service,,own-child,,28/01/2015,Vehicle Theft,?,Trivial Damage,VA,Hillsdale,1,?,7200,720,5040,Audi,A5,1999,N
34,149601,28/03/2003,IN,500/1000,500,1232.57,0,FEMALE,PhD,machine-op-inspct,,not-in-family,,22/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Arlington,3,?,45100,8200,32800,Nissan,Pathfinder,2011,N
53,630683,23/10/2007,OH,250/500,500,1078.65,0,MALE,JD,craft-repair,,not-in-family,,03/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Northbend,1,?,66660,12120,48480,Honda,Civic,2006,N
41,500639,27/06/1996,OH,500/1000,1000,1324.78,0,FEMALE,PhD,prof-specialty,,not-in-family,,10/01/2015,Single Vehicle Collision,Front Collision,Major Damage,NC,Northbrook,1,NO,76400,15280,53480,Volkswagen,Jetta,1997,Y
37,352120,11/12/1994,IN,250/500,500,1518.54,0,FEMALE,MD,craft-repair,,not-in-family,,25/01/2015,Single Vehicle Collision,Rear Collision,Total Loss,PA,Riverwood,1,YES,58300,10600,37100,Ford,F150,2001,N
49,569245,05/12/1995,IL,100/300,2000,1239.06,0,FEMALE,JD,transport-moving,,husband,,10/01/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,1,?,57310,5210,41680,Volkswagen,Passat,2002,N
32,907012,15/12/1996,OH,500/1000,2000,1246.68,0,FEMALE,PhD,priv-house-serv,,own-child,,28/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Arlington,1,?,53100,5900,41300,Suburu,Impreza,2006,N
24,700074,06/06/2011,OH,250/500,1000,1622.67,0,FEMALE,MD,priv-house-serv,,husband,,18/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Riverwood,3,NO,74700,14940,52290,Suburu,Forrestor,1997,N
28,866805,13/12/1995,OH,250/500,500,1082.36,0,FEMALE,Associate,prof-specialty,,own-child,,24/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Riverwood,3,NO,60500,12100,42350,Audi,A5,1995,N
26,951863,28/10/1997,OH,250/500,1000,1270.55,0,MALE,Masters,protective-serv,,unmarried,,20/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NC,Riverwood,3,YES,84920,7720,61760,Jeep,Wrangler,2006,Y
36,211578,04/01/1996,IL,500/1000,1000,1236.32,5000000,FEMALE,MD,adm-clerical,,own-child,,10/01/2015,Single Vehicle Collision,Side Collision,Total Loss,PA,Northbrook,1,NO,61050,5550,44400,Dodge,Neon,2009,N
26,357394,09/05/2008,IL,250/500,2000,785.82,0,MALE,JD,exec-managerial,,other-relative,,07/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Hillsdale,3,YES,69080,12560,50240,Audi,A5,2009,Y
46,863749,05/12/2009,IN,250/500,500,1265.84,0,FEMALE,JD,prof-specialty,,own-child,,16/01/2015,Vehicle Theft,?,Minor Damage,VA,Arlington,1,YES,4560,760,3420,Nissan,Pathfinder,2007,N
28,596914,05/01/1992,IN,250/500,500,1508.9,0,FEMALE,JD,machine-op-inspct,,other-relative,,01/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,WV,Northbend,4,NO,67800,11300,45200,Ford,F150,2011,N
32,684653,15/11/1997,OH,250/500,2000,1106.84,0,MALE,PhD,other-service,,wife,,07/01/2015,Vehicle Theft,?,Minor Damage,SC,Riverwood,1,YES,5600,1120,3920,Suburu,Legacy,2005,N
55,528259,22/12/2012,IN,500/1000,2000,1389.13,7000000,MALE,JD,other-service,,wife,,17/02/2015,Vehicle Theft,?,Minor Damage,NC,Northbrook,1,?,9000,900,6300,Mercedes,ML350,2015,N
43,797636,19/05/1992,IN,100/300,1000,974.84,0,FEMALE,JD,transport-moving,,other-relative,,26/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Northbend,1,NO,85320,21330,56880,Nissan,Pathfinder,2006,N
24,326180,25/05/2002,IL,100/300,2000,1304.46,0,FEMALE,PhD,machine-op-inspct,,other-relative,,31/01/2015,Vehicle Theft,?,Trivial Damage,NC,Arlington,1,NO,5940,540,4320,Audi,A5,2001,Y
34,620075,21/04/2010,OH,250/500,500,1257.36,0,FEMALE,PhD,armed-forces,,husband,,27/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Arlington,3,YES,51370,9340,37360,BMW,M5,2000,Y
43,965187,26/03/1990,OH,250/500,500,1257.04,0,MALE,Associate,protective-serv,,own-child,,01/03/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,1,NO,51600,10320,36120,Dodge,Neon,2011,N
44,516182,12/05/2007,OH,100/300,2000,719.52,0,FEMALE,High School,farming-fishing,,own-child,,13/02/2015,Parked Car,?,Trivial Damage,SC,Arlington,1,NO,5400,600,4200,Chevrolet,Malibu,1998,N
39,728839,02/01/2001,OH,500/1000,2000,1524.18,0,MALE,JD,craft-repair,,unmarried,,08/01/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,SC,Northbrook,3,?,48870,5430,38010,Saab,95,1999,N
44,771509,10/08/2006,IN,500/1000,500,1395.58,0,FEMALE,JD,tech-support,,husband,,05/02/2015,Vehicle Theft,?,Minor Damage,WV,Springfield,1,NO,5590,860,3870,BMW,X5,2000,N
48,264221,28/07/2014,IL,500/1000,1000,1243.68,0,MALE,Masters,protective-serv,,wife,,20/02/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Springfield,3,?,54960,6870,48090,Toyota,Corolla,2002,Y
47,602704,27/09/2011,OH,500/1000,1000,1189.04,0,FEMALE,Associate,prof-specialty,,own-child,,24/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,VA,Northbrook,3,NO,39800,7960,27860,Jeep,Wrangler,2014,N
37,672416,20/04/2013,IN,500/1000,2000,1375.29,0,FEMALE,Masters,armed-forces,,own-child,,31/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,SC,Columbus,3,?,56160,6240,43680,Ford,Fusion,2015,Y
42,545506,20/03/1991,IN,100/300,500,1389.13,0,MALE,Associate,priv-house-serv,,not-in-family,,23/01/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,1,NO,52700,5270,36890,Toyota,Corolla,2005,N
43,777533,21/12/2002,OH,500/1000,1000,1387.51,0,FEMALE,Associate,sales,,not-in-family,,11/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Riverwood,3,YES,68580,7620,53340,Jeep,Wrangler,2010,N
60,953334,03/12/2005,IN,100/300,1000,1178.61,7000000,MALE,MD,craft-repair,,own-child,,20/02/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,1,YES,90860,12980,58410,Volkswagen,Jetta,2004,Y
53,369781,25/05/2011,IL,250/500,2000,1166.62,6000000,MALE,Associate,priv-house-serv,,wife,,24/02/2015,Parked Car,?,Trivial Damage,NC,Northbend,1,NO,5700,570,4560,Saab,93,2001,N
21,990998,18/10/2006,IN,100/300,1000,1556.31,0,MALE,Associate,prof-specialty,,not-in-family,,19/01/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Hillsdale,3,YES,94930,8630,77670,Accura,RSX,2014,N
43,982678,19/07/2006,OH,250/500,500,1452.27,0,MALE,MD,farming-fishing,,not-in-family,,08/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Northbend,1,NO,46800,4680,32760,Audi,A5,2007,Y
47,646069,08/06/2002,OH,500/1000,1000,1212.07,0,FEMALE,MD,exec-managerial,,wife,,01/03/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Northbend,3,NO,56320,7040,42240,Mercedes,ML350,2000,N
46,331683,12/02/2009,OH,100/300,2000,1578.54,0,MALE,Associate,handlers-cleaners,,husband,,21/01/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,1,NO,83490,7590,60720,Nissan,Pathfinder,1996,N
36,364055,14/05/2001,IN,500/1000,500,1488.26,0,FEMALE,College,machine-op-inspct,,wife,,28/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Northbrook,3,NO,57900,5790,46320,Saab,95,2008,N
36,521854,16/02/2001,IN,250/500,1000,1096.39,0,MALE,High School,armed-forces,,own-child,,26/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Springfield,3,?,49410,5490,38430,Audi,A3,2015,N
45,737252,18/11/1993,OH,500/1000,2000,1215.36,0,MALE,Associate,tech-support,,own-child,,31/01/2015,Multi-vehicle Collision,Side Collision,Minor Damage,WV,Northbend,3,?,66200,6620,52960,Suburu,Impreza,2012,N
46,344480,18/02/1990,OH,100/300,2000,1482.57,0,MALE,MD,priv-house-serv,,husband,,20/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Columbus,1,NO,64080,10680,42720,Toyota,Camry,2005,N
43,898519,21/05/2000,OH,250/500,1000,954.18,0,FEMALE,College,tech-support,,other-relative,,17/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbrook,3,?,42500,8500,29750,Nissan,Pathfinder,2000,N
30,957816,26/08/2012,IL,500/1000,2000,1193.4,0,MALE,PhD,exec-managerial,,own-child,,02/02/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Columbus,3,NO,48950,8900,35600,Suburu,Legacy,2005,N
42,175960,16/11/2004,IN,100/300,1000,1023.11,0,FEMALE,MD,adm-clerical,,own-child,,06/02/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Northbend,3,NO,58850,10700,37450,Accura,MDX,1999,N
40,489618,23/01/2003,IL,500/1000,1000,1524.45,0,FEMALE,Masters,other-service,,husband,,11/02/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Northbrook,3,YES,82400,8240,65920,Nissan,Pathfinder,2006,N
44,717044,07/11/2008,OH,500/1000,1000,1653.32,0,FEMALE,College,other-service,,other-relative,,25/01/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,1,YES,54240,6780,40680,Suburu,Impreza,2009,N
26,101421,19/10/1999,IL,250/500,1000,1022.46,0,FEMALE,Associate,armed-forces,,other-relative,,23/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Arlington,3,?,74200,7420,59360,Jeep,Wrangler,1996,N
53,793948,20/12/1990,IL,100/300,2000,1396.43,0,FEMALE,Associate,priv-house-serv,,unmarried,,29/01/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Hillsdale,1,YES,47430,5270,36890,Toyota,Camry,2000,N
43,737483,14/02/1996,IL,250/500,500,1521.55,0,FEMALE,Associate,priv-house-serv,,other-relative,,02/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Hillsdale,1,?,68200,13640,47740,Dodge,RAM,2003,Y
33,695117,10/06/2001,IN,100/300,1000,1034.27,0,FEMALE,JD,armed-forces,,husband,,06/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,1,NO,63900,7100,49700,Accura,TL,2014,N
39,167466,17/03/2010,OH,100/300,1000,1255.35,0,FEMALE,JD,protective-serv,,not-in-family,,14/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,2,NO,59300,11860,41510,Dodge,RAM,2008,N
44,664732,30/07/2003,IL,500/1000,2000,1396.89,6000000,FEMALE,College,priv-house-serv,,other-relative,,04/02/2015,Multi-vehicle Collision,Front Collision,Minor Damage,SC,Springfield,3,NO,66900,6690,46830,Suburu,Forrestor,1999,Y
27,143038,17/09/2014,OH,500/1000,500,795.31,0,MALE,JD,farming-fishing,,husband,,12/02/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,3,YES,40810,3710,29680,Ford,F150,2000,Y
43,979963,03/06/2009,IN,100/300,500,982.22,0,FEMALE,JD,exec-managerial,,not-in-family,,12/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Riverwood,1,?,75400,15080,52780,Honda,CRV,2011,N
34,467841,11/10/1994,IN,500/1000,500,1074.07,0,FEMALE,JD,prof-specialty,,husband,,28/01/2015,Parked Car,?,Minor Damage,WV,Northbend,1,NO,4200,420,2940,Jeep,Wrangler,2013,N
45,219028,18/07/1991,OH,100/300,1000,1311.3,0,FEMALE,Associate,machine-op-inspct,,wife,,10/01/2015,Multi-vehicle Collision,Side Collision,Major Damage,NY,Hillsdale,3,YES,52650,5850,40950,Ford,F150,2001,Y
49,130156,24/09/2001,IL,250/500,2000,1277.12,0,FEMALE,PhD,armed-forces,,own-child,,19/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Hillsdale,1,?,42240,7680,26880,Chevrolet,Malibu,2007,N
39,762951,19/09/2012,IN,500/1000,500,1388.62,0,FEMALE,JD,sales,,husband,,19/01/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Riverwood,1,YES,59490,6610,46270,Mercedes,ML350,1995,N
37,376879,11/07/1991,IL,100/300,1000,1406.52,8000000,MALE,MD,tech-support,,unmarried,,28/01/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Arlington,1,NO,44200,4420,35360,Jeep,Wrangler,2002,Y
39,599031,29/10/1991,IN,100/300,500,1558.29,0,FEMALE,Masters,protective-serv,,unmarried,,16/02/2015,Vehicle Theft,?,Trivial Damage,WV,Springfield,1,YES,7700,770,5390,Saab,93,2000,N
57,676255,28/12/1999,IN,500/1000,1000,1132.47,4000000,MALE,MD,priv-house-serv,,other-relative,,08/01/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Northbend,3,?,61440,10240,40960,Saab,93,2008,N
37,985446,11/10/2012,OH,250/500,2000,1896.91,0,FEMALE,PhD,handlers-cleaners,,not-in-family,,24/01/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Columbus,3,YES,54400,5440,38080,Chevrolet,Silverado,2015,Y
47,884180,19/08/1995,IL,500/1000,500,1143.46,4000000,MALE,MD,priv-house-serv,,other-relative,,18/02/2015,Single Vehicle Collision,Front Collision,Total Loss,NC,Arlington,1,YES,58560,9760,39040,Mercedes,E400,2002,N
34,571462,11/02/1991,IN,500/1000,500,1285.42,0,MALE,MD,priv-house-serv,,wife,,21/01/2015,Single Vehicle Collision,Front Collision,Major Damage,VA,Northbrook,1,NO,67300,6730,53840,Dodge,RAM,2000,Y
55,815883,02/07/1991,OH,250/500,2000,1305.26,0,MALE,MD,farming-fishing,,wife,,08/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,VA,Hillsdale,1,?,36740,3340,26720,BMW,X5,1998,Y
30,258265,10/04/1994,IL,100/300,1000,1073.83,0,FEMALE,High School,machine-op-inspct,,not-in-family,,02/02/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Northbrook,1,?,85690,15580,54530,BMW,3 Series,2011,N
31,569714,04/12/2005,OH,500/1000,1000,1051.67,0,FEMALE,Associate,exec-managerial,,not-in-family,,01/03/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Riverwood,3,YES,34160,0,29890,Audi,A5,2005,Y
48,180008,16/07/2014,IL,250/500,1000,1387.35,0,MALE,JD,transport-moving,,not-in-family,,04/02/2015,Single Vehicle Collision,Front Collision,Minor Damage,WV,Hillsdale,1,NO,61320,10220,40880,BMW,M5,1998,N
45,633375,17/09/2003,IL,250/500,500,1083.64,0,MALE,JD,other-service,,husband,,27/02/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NC,Columbus,3,YES,79680,13280,53120,BMW,3 Series,2004,N
30,556538,15/07/2000,IL,250/500,1000,1851.78,0,FEMALE,High School,craft-repair,,other-relative,,09/02/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Riverwood,1,NO,61740,6860,48020,Audi,A3,2002,N
55,669501,29/07/2009,IN,250/500,500,1270.29,4000000,MALE,College,armed-forces,,husband,,19/02/2015,Parked Car,?,Minor Damage,VA,Arlington,1,NO,6400,640,5120,Honda,Civic,2002,N
55,963761,13/04/1991,OH,500/1000,500,1459.99,0,FEMALE,MD,other-service,,wife,,12/01/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbrook,1,YES,60600,12120,42420,Accura,TL,2011,N
38,753005,20/11/2005,IL,100/300,2000,1253.44,0,FEMALE,Masters,craft-repair,,not-in-family,,07/02/2015,Multi-vehicle Collision,Side Collision,Major Damage,VA,Hillsdale,3,NO,56320,10240,40960,Volkswagen,Jetta,2007,N
34,454758,20/05/1990,IN,100/300,1000,1142.48,0,FEMALE,JD,priv-house-serv,,other-relative,,13/01/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Northbend,1,YES,52250,9500,38000,Suburu,Legacy,2012,N
60,698589,28/11/2002,IL,500/1000,1000,1188.45,0,FEMALE,MD,exec-managerial,,other-relative,,18/01/2015,Multi-vehicle Collision,Rear Collision,Total Loss,SC,Arlington,2,?,53900,5390,37730,Saab,95,2006,N
